trade_id,year,region1,region2,industry1,industry2,amount
45702,2019,JP,KR,CHEM1,MACHI,123.19
71100,2019,WA,KR,ALUM1,FURNI,123.15
13301,2019,CN,KR,OFFIC,WHOLE,122.28
79594,2019,WF,KR,HEAVY,STEAM,122.27
83023,2019,WM,KR,ALUM1,FABRI,121.67
59801,2019,RU,KR,BASIC,CONST,121.56
73935,2019,WA,KR,LANDT,ELEC2,121.56
16853,2019,DE,KR,CHEM1,RUBBE,121.52
48864,2019,JP,KR,SEACO,LANDT,121.50
45625,2019,JP,KR,CHEM1,ALUM1,121.42
24399,2019,ES,KR,TRANS,TRANS,121.41
11292,2019,CN,KR,ELECT,BASIC,121.25
74563,2019,WA,KR,MEDIC,TRANS,120.79
45685,2019,JP,KR,CHEM1,GLASS,120.58
10997,2019,CN,KR,CHEM1,HEAVY,120.07
46508,2019,JP,KR,FOOD5,FOOD5,119.78
71068,2019,WA,KR,ALUM1,ALUM1,119.27
70253,2019,US,KR,RUBBE,CONST,118.99
74761,2019,WA,KR,MOTOR,CONST,118.73
74026,2019,WA,KR,LANDT,RUBBE,118.68
30409,2019,GB,KR,CRUDE,CHEM1,118.53
17281,2019,DE,KR,FABRI,FABRI,118.47
14320,2019,CN,KR,TEXTI,MOTO1,118.30
69333,2019,US,KR,NONME,CONST,118.20
41295,2019,IN,KR,KEROS,AIRTR,117.81
68682,2019,US,KR,LIQUE,HEALT,116.86
75210,2019,WA,KR,OFFIC,NONF1,116.77
83606,2019,WM,KR,CRUDE,PFERT,116.71
14092,2019,CN,KR,RADIO,WHOLE,116.29
26200,2019,FR,KR,BUSIN,COMPU,116.15
71914,2019,WA,KR,COMPU,COMPU,116.05
75004,2019,WA,KR,NONF1,LEAD1,115.89
12724,2019,CN,KR,MEDIC,CONST,115.52
84057,2019,WM,KR,GASDI,RAILW,115.52
69267,2019,US,KR,NONF1,LEAD1,114.81
41626,2019,IN,KR,MOTOR,GASDI,114.75
13269,2019,CN,KR,OFFIC,NONF1,114.49
45712,2019,JP,KR,CHEM1,NAPHT,114.44
9603,2019,CH,KR,FOOD5,FOOD5,114.07
68454,2019,US,KR,KEROS,AIRTR,114.00
7996,2019,CA,KR,FOOD5,FOOD5,113.72
46259,2019,JP,KR,FABRI,MACHI,113.07
37888,2019,ID,KR,TEXTI,TEXTI,112.45
11871,2019,CN,KR,FURNI,CONST,112.28
60626,2019,RU,KR,GASDI,LANDT,112.27
77711,2019,WA,KR,WEARI,HEALT,111.20
45687,2019,JP,KR,CHEM1,HEAVY,111.18
40365,2019,IN,KR,ALUM1,FURNI,111.17
30420,2019,GB,KR,CRUDE,KEROS,110.91
84084,2019,WM,KR,GASDI,WHOLE,109.78
71345,2019,WA,KR,BASIC,MOTO1,109.55
83382,2019,WM,KR,CHEM1,PLAST,109.31
35427,2019,HU,KR,RECRE,RECRE,109.19
73198,2019,WA,KR,GASDI,CONST,108.99
12408,2019,CN,KR,LEATH,CONST,108.93
77310,2019,WA,KR,TEXTI,PREC1,108.89
69732,2019,US,KR,PFERT,COPP1,108.71
14369,2019,CN,KR,TEXTI,WEARI,108.20
14223,2019,CN,KR,RUBBE,TRANS,108.16
83762,2019,WM,KR,FABRI,FABRI,107.78
12768,2019,CN,KR,MEDIC,MEDIC,107.71
40333,2019,IN,KR,ALUM1,ALUM1,107.66
11037,2019,CN,KR,CHEM1,PFERT,107.48
74275,2019,WA,KR,LIQUE,PLAST,107.09
72279,2019,WA,KR,CRUDE,KERO1,106.50
67322,2019,US,KR,CHEM1,GASDI,106.43
66845,2019,US,KR,ALUM1,FURNI,105.43
67313,2019,US,KR,CHEM1,FABRI,105.31
9204,2019,CA,KR,WHEAT,FOOD5,105.17
74819,2019,WA,KR,MOTOR,PUBLI,105.04
16761,2019,DE,KR,CHEM1,CHEM1,104.92
12604,2019,CN,KR,MACHI,OFFIC,104.39
84741,2019,WM,KR,MOTOR,CONST,104.29
50924,2019,MX,KR,COPP1,COPP1,104.27
